title,index_show,badge,follow,play,score,is_finish,media_id,cover
咱们裸熊 第一季（中配）,全26话,免费观看,1.8万人追番,62.6万次播放,9.7分,1,130132,http://i0.hdslb.com/bfs/bangumi/d4cfc8b58ec8baa8c7ed7d8e6f3ebade901d62ef.jpg
独自生活的小学生,全10话,免费观看,2万人追番,61万次播放,9.7分,1,28152,http://i0.hdslb.com/bfs/bangumi/de8b3e889052abfd6bfaa3bdbf866f1e47fd684f.jpg
寻找满月,全52话,免费观看,5.3万人追番,61.9万次播放,9.7分,1,2021,http://i0.hdslb.com/bfs/bangumi/0d0bc748203e5af67b136f04df6d294911eabb8f.jpg
怪物之子,全1话,免费观看,8.6万人追番,61.9万次播放,9.7分,1,102172,http://i0.hdslb.com/bfs/bangumi/3ae9495a2e46af81f3d5c58066f5bff47e00b7c9.jpg
神明之记,全16话,免费观看,1.8万人追番,61.8万次播放,9.7分,1,5909,http://i0.hdslb.com/bfs/bangumi/e14794b61ee3a850aa6867dd4aed50a18c1e2513.jpg
千年女优,全1话,免费观看,9.5万人追番,60.8万次播放,9.7分,1,5297,http://i0.hdslb.com/bfs/bangumi/3e6569204e04062340fe15431e9ea82ebc6179bf.jpg
交响情人梦Finale,全11话,免费观看,3.8万人追番,60.7万次播放,9.7分,1,1041,http://i0.hdslb.com/bfs/bangumi/b64bc3b605bbec13891b7190e441ad63fa17ae44.jpg
超能勇士,全52话,免费观看,4696人追番,6.1万次播放,9.7分,1,4312002,http://i0.hdslb.com/bfs/bangumi/c112cbd5fedbc6b15a0a44c3d5a7155860179374.jpg
蜡笔小新 超级美味B级美食大逃亡,全1话,免费观看,1.3万人追番,59万次播放,9.7分,1,15072,http://i0.hdslb.com/bfs/bangumi/82bdbfa1137975744cfe1c741fbb16c63741bcd0.jpg
野良神 ARAGOTO OAD,全2话,免费观看,14.1万人追番,594.2万次播放,9.7分,1,3420,http://i0.hdslb.com/bfs/bangumi/b42f2ee553598e3073a8c351f77c6cc0bb47f918.jpg
我的英雄学院 OAD,全2话,免费观看,23.7万人追番,592万次播放,9.7分,1,6082,http://i0.hdslb.com/bfs/bangumi/d3db7397d56ac2bba4dee43e643a6232685b7a79.jpg
她与她的猫,全4话,免费观看,69.1万人追番,592.9万次播放,9.7分,1,3375,http://i0.hdslb.com/bfs/bangumi/7bbdbb0814042a8046c5c83b3c3c22dd70e83fd6.jpg
女神异闻录3 剧场版 #4 Winter of Rebirth,全1话,免费观看,4万人追番,58万次播放,9.7分,1,5500,http://i0.hdslb.com/bfs/bangumi/6363a12b0ecaf6c3a1be297e036f03f1dc3bb893.jpg
温暖的印记,全10话,免费观看,30.6万人追番,586.6万次播放,9.7分,1,5125,http://i0.hdslb.com/bfs/bangumi/c8b031d45d8e7c0e41a409e5e6093823aaccd5c5.jpg
网球王子,全178话,免费观看,16万人追番,585.5万次播放,9.7分,1,5281,http://i0.hdslb.com/bfs/bangumi/5f2c8dacce35a1e9b2046864b94cdb6057539b1c.jpg
DARKER THAN BLACK -黑之契约者- 外传,全4话,免费观看,11.7万人追番,58.4万次播放,9.7分,1,1066,http://i0.hdslb.com/bfs/bangumi/c56ab26075cf24acbd520466612bbe4123b3bcf2.jpg
精灵守护者,全26话,免费观看,4.6万人追番,57.6万次播放,9.7分,1,1271,http://i0.hdslb.com/bfs/bangumi/68b7d5223f77fa59290b1db8911982cb6bc2fcf5.jpg
幸运星,全24话,免费观看,29.5万人追番,567.6万次播放,9.7分,1,1293,http://i0.hdslb.com/bfs/bangumi/be4675a5ecab5595ca5324312db6f5cb80ec1a7b.jpg
幸运星 OVA,全1话,免费观看,3.3万人追番,567.6万次播放,9.7分,1,3548,http://i0.hdslb.com/bfs/bangumi/be4675a5ecab5595ca5324312db6f5cb80ec1a7b.jpg
忍者杀手 SE,全26话,免费观看,20万人追番,560.6万次播放,9.7分,1,3456,http://i0.hdslb.com/bfs/bangumi/15c217a5354e5e065a7d99450ae94a6d0ca8582c.jpg
魔法少女奈叶 The MOVIE 2nd A’s,全1话,免费观看,1.7万人追番,56.9万次播放,9.7分,1,3795,http://i0.hdslb.com/bfs/bangumi/96f8bde386ca3e997caa669b019e2291fe48fd09.jpg
戒律的复活,全24话,付费抢先,160.5万人追番,5543.3万次播放,9.7分,1,11932,http://i0.hdslb.com/bfs/bangumi/bca4864e564d46bebb6dc0b14371a04fd70b3fda.jpg
蜡笔小新 第五季（中文）,全156话,免费观看,6.4万人追番,553.7万次播放,9.7分,1,6268,http://i0.hdslb.com/bfs/bangumi/fc4726d468fc0fec12bbdb5b4d2ed4fe17b66372.jpg
交响情人梦 巴黎篇,全11话,免费观看,2.8万人追番,55.4万次播放,9.7分,1,1040,http://i0.hdslb.com/bfs/bangumi/51b1ceb54ce7a2139a643736ac6382ae937c7a54.jpg
宝石宠物 Tinkle☆,全52话,免费观看,4.3万人追番,55.3万次播放,9.7分,1,123,http://i0.hdslb.com/bfs/bangumi/2f96e9cd782fc46066e51791304ce169d230db7e.jpg
希德尼娅的骑士 第二季,全12话,免费观看,13.3万人追番,549.4万次播放,9.7分,1,1577,http://i0.hdslb.com/bfs/bangumi/2c31409390486466379c4e19508834976f039d0c.jpg
游☆戏☆王 5D's 第一季,全155话,免费观看,6.2万人追番,543万次播放,9.7分,1,1717,http://i0.hdslb.com/bfs/bangumi/54c3d07e6095aaa60821e3b6659bd6d03eaf27b8.jpg
游☆戏☆王 5D's 第四季,全61话,免费观看,1.9万人追番,543万次播放,9.7分,1,1719,http://i0.hdslb.com/bfs/bangumi/235eac02861f3e0622ea9aaececbf681ce26e5c6.jpg
蜡笔小新 第三季（中文）,全156话,免费观看,5.9万人追番,540万次播放,9.7分,1,6264,http://i0.hdslb.com/bfs/bangumi/71f73a170637733da124cc994414edfd73dc8d7c.jpg
高智能方程式：SIN,全5话,免费观看,9857人追番,54.9万次播放,9.7分,1,3811,http://i0.hdslb.com/bfs/bangumi/68f7c869c6fa3f750456e682f3e323d8dd897155.jpg
Free! -Eternal Summer-,全13话,免费观看,5.5万人追番,54.5万次播放,9.7分,1,124972,http://i0.hdslb.com/bfs/bangumi/d044295f382a3f992c0c240e91e17139ce7f6fce.jpg
紫罗兰永恒花园,全14话,付费观看,398.9万人追番,5353.1万次播放,9.7分,1,8892,http://i0.hdslb.com/bfs/bangumi/b6e3986355efc081b7f4aaf9f576c9ce8116e193.jpg
Heart Catch 光之美少女!,全49话,免费观看,2万人追番,52.8万次播放,9.7分,1,1709,http://i0.hdslb.com/bfs/bangumi/a1a6fdbfa576c47ad0f55a86b245d10271a75858.jpg
魔法少女奈叶,全13话,免费观看,12.9万人追番,52.4万次播放,9.7分,1,1535,http://i0.hdslb.com/bfs/bangumi/0fadcfc9316bd2526023e46c9ab8946ece1caec3.jpg
天线宝宝,更新至第130话,免费观看,3.9万人追番,51.4万次播放,9.7分,0,140632,http://i0.hdslb.com/bfs/bangumi/2ec4c2b746206b8653b4a9d9480df11a51760559.jpg
圣诞之吻SS,全26话,免费观看,31.3万人追番,508.5万次播放,9.7分,1,815,http://i0.hdslb.com/bfs/bangumi/0cf19817077713b638513b1636e4d86989bff9c7.jpg
翼·年代记 春雷记,全2话,免费观看,4.5万人追番,5060次播放,9.7分,1,2855,http://i0.hdslb.com/bfs/bangumi/221810af3c69dae2234544f418fe9ad9212f4248.jpg
降世神通：最后的气宗 第一季,全20话,免费观看,3.6万人追番,50.5万次播放,9.7分,1,5391,http://i0.hdslb.com/bfs/bangumi/71bafde63c956caa68d80f7bd1b4d50e2d8577bf.jpg
人形电脑天使心,全28话,免费观看,28.6万人追番,5.3万次播放,9.7分,1,2061,http://i0.hdslb.com/bfs/bangumi/51dc072fcfef468b1c165b08f30870aece3ece33.jpg
前进吧！登山少女  第二季,全24话,免费观看,7962人追番,5.1万次播放,9.7分,1,102352,http://i0.hdslb.com/bfs/bangumi/47c46badc1c450f22f36b5d27304591db9b0a8c1.jpg
人类衰退之后,全12话,免费观看,16.6万人追番,49.8万次播放,9.7分,1,703,http://i0.hdslb.com/bfs/bangumi/25e4f053a67e96854f02fc3c26dacbe8b60476b4.jpg
×××HOLiC 仲夏夜之梦,全1话,免费观看,5.1万人追番,49.5万次播放,9.7分,1,3396,http://i0.hdslb.com/bfs/bangumi/815e884dada097ed32be122cdaf474ab74051a73.jpg
铁臂阿童木 2003,全50话,免费观看,1.8万人追番,48.5万次播放,9.7分,1,2450,http://i0.hdslb.com/bfs/bangumi/124695834e234e1555169789b64a72fbe6db9ab8.jpg
EVA 新世纪福音战士,全26话,免费观看,44.1万人追番,476.7万次播放,9.7分,1,1635,http://i0.hdslb.com/bfs/bangumi/03cd3e02df47b9200cf566c1d4048baf26f504c8.jpg
兔丸,全12话,免费观看,4.5万人追番,46万次播放,9.7分,1,5437,http://i0.hdslb.com/bfs/bangumi/39490025119917bc434f3638bb70f8c34774b2f3.jpg
忏?再见绝望先生,全13话,免费观看,3.9万人追番,46.5万次播放,9.7分,1,1794,http://i0.hdslb.com/bfs/bangumi/aec222aed132c23c7f8a7356c815581731ca2d33.jpg
×××HOLiC,全24话,免费观看,36.4万人追番,45万次播放,9.7分,1,1239,http://i0.hdslb.com/bfs/bangumi/941b89fedfa468e422d7adb2ebb1b985413216d5.jpg
不要输！！恶之军团！,全12话,免费观看,2.6万人追番,45万次播放,9.7分,1,5956,http://i0.hdslb.com/bfs/bangumi/db2b9432192076376929d81d19bf92f582081e70.jpg
男子高中生的日常 SP,全6话,免费观看,8.9万人追番,457.1万次播放,9.7分,1,2681,http://i0.hdslb.com/bfs/bangumi/affc9ced90269683889e6bce9ed54394282e37e9.jpg
好想告诉你 第二季,全12话,免费观看,19.1万人追番,450.9万次播放,9.7分,1,858,http://i0.hdslb.com/bfs/bangumi/b4d1dc3492855f219257f848814e1bf27bc73f8c.jpg
结城友奈是勇者,全12话,免费观看,8.9万人追番,45.6万次播放,9.7分,1,95992,http://i0.hdslb.com/bfs/bangumi/dd7d38b8f563d2a2b18efebd9446d029c2a8caad.jpg
轻声密语,全13话,免费观看,4.1万人追番,45.4万次播放,9.7分,1,1166,http://i0.hdslb.com/bfs/bangumi/6bab1def45ab2ef1ec9eda05efcba1ceb60d1675.jpg
相聚一刻,全96话,免费观看,1.8万人追番,45.2万次播放,9.7分,1,3245,http://i0.hdslb.com/bfs/bangumi/50c8e53d507b5486bb4d7825bc98b1589e6f56bd.jpg
×××HOLiC·春梦记,全2话,免费观看,3万人追番,442.8万次播放,9.7分,1,3390,http://i0.hdslb.com/bfs/bangumi/51e7ff1873b2d500ec2c89837d04bd65a1874e7e.jpg
×××HOLiC·笼,全1话,免费观看,3.5万人追番,442.8万次播放,9.7分,1,3391,http://i0.hdslb.com/bfs/bangumi/3244e4f3ffaef4100565a601d345f0906146e754.jpg
剧场版 笑傲昙天(外传) 「前篇」,全1话,免费观看,4.1万人追番,44.4万次播放,9.7分,1,8712,http://i0.hdslb.com/bfs/bangumi/ae9fd505951ea1091cce255f5cc6fb0372d40037.jpg
DARKER THAN BLACK -黑之契约者-,全26话,免费观看,77.5万人追番,438.1万次播放,9.7分,1,1064,http://i0.hdslb.com/bfs/bangumi/5b409a24ebdad17f0bfeb6df519b130833c34b43.jpg
我的青春恋爱物语果然有问题。 续,全13话,免费观看,93.1万人追番,4378.2万次播放,9.7分,1,1540,http://i0.hdslb.com/bfs/bangumi/268f225ab92f4359bde36adbc0a76d6cf8bc5d4b.jpg
DRAMAtical Murder OVA,全1话,免费观看,2.9万人追番,43.4万次播放,9.7分,1,3785,http://i0.hdslb.com/bfs/bangumi/488e3622d52b49df9bbc15a0757f61f5e0dfd5eb.jpg
RWBY 第五季,更新至第14话,免费观看,12.7万人追番,429.7万次播放,9.7分,0,7552,http://i0.hdslb.com/bfs/bangumi/299b948918925abbf11f7c30a6d35fb26770501d.jpg
特别的她,全6话,免费观看,7.4万人追番,42.7万次播放,9.7分,1,2988,http://i0.hdslb.com/bfs/bangumi/3472fc2e48166a1d514661cfb26523f6eb6f3d53.jpg
我的女神 缤纷之翼,全24话,免费观看,2.2万人追番,42.6万次播放,9.7分,1,1449,http://i0.hdslb.com/bfs/bangumi/bab304da6202a7635e6f97b13073463730cb0ce9.jpg
野良神 OAD,全2话,免费观看,12.4万人追番,409.8万次播放,9.7分,1,3419,http://i0.hdslb.com/bfs/bangumi/6bea72b24aa8a48d75afa9ee3f0eb5f54190a01f.jpg
蜡笔小新 呼风唤雨！大人帝国的反击,全1话,免费观看,1万人追番,40.7万次播放,9.7分,1,11152,http://i0.hdslb.com/bfs/bangumi/214fd1a0faf174205df0f36cc788130e8e46a0c5.jpg
蔷薇少女 序曲,全2话,免费观看,5.1万人追番,4.7万次播放,9.7分,1,524,http://i0.hdslb.com/bfs/bangumi/d3f6db826f0c8508693dc326549e9d68cd7fb85a.jpg
文学少女 剧场版,全1话,免费观看,5617人追番,4.5万次播放,9.7分,1,73292,http://i0.hdslb.com/bfs/bangumi/d56a140c087994505e2eec9aa004d163e5128054.jpg
调酒师,全11话,免费观看,7万人追番,4.4万次播放,9.7分,1,1422,http://i0.hdslb.com/bfs/bangumi/e2eb41bf4d18f4c63e2a9af26286d5f91e613fc2.jpg
BECK,全26话,免费观看,2万人追番,4.2万次播放,9.7分,1,1924,http://i0.hdslb.com/bfs/bangumi/8e1ce32723bbf9ac2c686fb16c060c4d5b533ae1.jpg
彩虹小马 小马国女孩3：友谊大赛,全1话,免费观看,3.4万人追番,4.2万次播放,9.7分,1,2900,http://i0.hdslb.com/bfs/bangumi/7ab820fa7d8da56c87cee5123dc7248256b1d620.jpg
小女神花铃,全26话,免费观看,5.8万人追番,4.1万次播放,9.7分,1,1308,http://i0.hdslb.com/bfs/bangumi/137420e2bbdb965b286121d0be93dc31c12424df.jpg
再造人卡辛,全24话,免费观看,2万人追番,3万次播放,9.7分,1,1219,http://i0.hdslb.com/bfs/bangumi/356703d4c2ac87cd28d86def2f6135c4b78de7b7.jpg
银之匙 Silver Spoon 第一季,全11话,免费观看,15.1万人追番,390.4万次播放,9.7分,1,239,http://i0.hdslb.com/bfs/bangumi/410779f333b9b9651182373db84539421cfd12cf.jpg
吸血鬼猎人D,全1话,免费观看,4万人追番,39.3万次播放,9.7分,1,5351,http://i0.hdslb.com/bfs/bangumi/deebeb6bdf2cac27631888821aba0ad00b9dcc7c.jpg
妄想学生会 剧场版,全1话,付费观看,38.3万人追番,388.3万次播放,9.7分,1,6481,http://i0.hdslb.com/bfs/bangumi/41510732a15f86c96cb6e1d52032d5cdfab4790e.jpg
蜡笔小新 超时空！呼风唤雨的我的新娘,全1话,免费观看,9833人追番,38.3万次播放,9.7分,1,14512,http://i0.hdslb.com/bfs/bangumi/b78681a0e3ed6854e45adad8884c54d913494a6e.jpg
偶像大师 剧场版 向着光辉的彼岸！,全1话,免费观看,1.8万人追番,38.1万次播放,9.7分,1,2685,http://i0.hdslb.com/bfs/bangumi/a5dba1d75bbb66e8ead388503d86254ffec155fb.jpg
黄昏少女×失忆,全13话,免费观看,22.8万人追番,374.3万次播放,9.7分,1,783,http://i0.hdslb.com/bfs/bangumi/eb706d325271b2c11439a3bcc2401ad79a3aac5f.jpg
攻壳机动队 STAND ALONE COMPLEX,全26话,免费观看,33.4万人追番,371.3万次播放,9.7分,1,1564,http://i0.hdslb.com/bfs/bangumi/6ebd07ba376115d212add10de0d237eb94f0852a.jpg
我们这一家 新篇,全26话,免费观看,8.8万人追番,370万次播放,9.7分,1,2771,http://i0.hdslb.com/bfs/bangumi/034b7c46e032bd6c3939d862c180c1cc389106a2.jpg
星际牛仔 天国之扉,全1话,免费观看,2.7万人追番,37.8万次播放,9.7分,1,3008,http://i0.hdslb.com/bfs/bangumi/768995301fe98573e1d2e330b86612d9e195ab06.jpg
阿基拉,全1话,免费观看,4.9万人追番,37.7万次播放,9.7分,1,5489,http://i0.hdslb.com/bfs/bangumi/43e8305051eaf97267099dcc971ac9f33ba835b0.jpg
RWBY Chibi,全24话,免费观看,4.2万人追番,369.9万次播放,9.7分,1,4033,http://i0.hdslb.com/bfs/bangumi/7b5f6cb6e8b884d4de0c5f007fe83906614b4f05.jpg
GJ部@,全1话,免费观看,3.5万人追番,36.5万次播放,9.7分,1,3075,http://i0.hdslb.com/bfs/bangumi/4270c14cf6a0300e578a50f2b1b96356f29cbb23.jpg
少女与战车 OVA 这次是真正的安齐奥战,全1话,免费观看,2.4万人追番,35.6万次播放,9.7分,1,10412,http://i0.hdslb.com/bfs/bangumi/79f55f0871e001c556c87cc24452c6ca1ab0f297.jpg
玉响～more aggressive～,全12话,免费观看,2.5万人追番,35.5万次播放,9.7分,1,515,http://i0.hdslb.com/bfs/bangumi/376b78251bf7ce5c777c628121871feea1da7c42.jpg
圣哥传 OAD,全2话,免费观看,1.3万人追番,35.3万次播放,9.7分,1,4309,http://i0.hdslb.com/bfs/bangumi/74673017131e7c7c98d0c648daaad877ffd6ddfb.jpg
鹿枫堂,全12话,免费观看,22.3万人追番,348.7万次播放,9.7分,1,78872,http://i0.hdslb.com/bfs/bangumi/1aacb564a735e5e6ac16bf3c162195253e6a1438.jpg
梦色蛋糕师,全63话,免费观看,13.8万人追番,345.7万次播放,9.7分,1,1000,http://i0.hdslb.com/bfs/bangumi/23304e3282fcf55004aeb977d623b9db2401155b.jpg
蜡笔小新 第四季（中文）,全156话,免费观看,5.5万人追番,341.9万次播放,9.7分,1,6266,http://i0.hdslb.com/bfs/bangumi/bc226ab9fe47c08e8400153b27d428666bf1d51f.jpg
南家三姐妹 夏日假期,全1话,免费观看,2.3万人追番,34.9万次播放,9.7分,1,4398,http://i0.hdslb.com/bfs/bangumi/119c88b1d34dde61fe3682d181ab8c4223f60338.jpg
Little Busters! ～Refrain～,全13话,免费观看,4.6万人追番,34.2万次播放,9.7分,1,81292,http://i0.hdslb.com/bfs/bangumi/94e6df21c816a824da404e466f73529761a75e68.jpg
狼与香辛料,全13话,免费观看,63.6万人追番,336.6万次播放,9.7分,1,1071,http://i0.hdslb.com/bfs/bangumi/e992b59ff5393acd516910fc19a434566f1910ab.jpg
灰与幻想的格林姆迦尔 OVA,全1话,免费观看,1.4万人追番,33.4万次播放,9.7分,1,106612,http://i0.hdslb.com/bfs/bangumi/283b492896039c6721320d3454c3a52f7953874d.jpg
小马宝莉 友谊的魔力 第七季,全26话,免费观看,1万人追番,32万次播放,9.7分,1,125692,http://i0.hdslb.com/bfs/bangumi/c2e1d51531c6edee84bc719a04b04481065e787b.jpg
剧场版 K Seven Stories,更新至6-1,会员专享,35.9万人追番,329.3万次播放,9.7分,0,113852,http://i0.hdslb.com/bfs/bangumi/a1412083624cfcae7fb07ed4191710a0ac5ac31b.jpg
路人超能100(灵能百分百),全12话,免费观看,119.2万人追番,3288.6万次播放,9.7分,1,5058,http://i0.hdslb.com/bfs/bangumi/e2b46584e29f2349748b48c5fb26ce02fcbca4e8.jpg
星际牛仔,全6话,免费观看,1.9万人追番,316.3万次播放,9.7分,1,5383,http://i0.hdslb.com/bfs/bangumi/033593224e105da1a0705a26f279bf47e5a68947.jpg
踏切时间,全12话,免费观看,13.9万人追番,307万次播放,9.7分,1,78792,http://i0.hdslb.com/bfs/bangumi/6bd6ce0df539056bc199fc2b551dc9f215aa2fa6.jpg
三颗星彩色冒险,全12话,免费观看,22.7万人追番,302.4万次播放,9.7分,1,12392,http://i0.hdslb.com/bfs/bangumi/de7f1f8897207133101af7047c792ac9e95a0c5a.jpg
IDOLiSH7-偶像星愿-,全17话,免费观看,17.8万人追番,301.6万次播放,9.7分,1,6692,http://i0.hdslb.com/bfs/bangumi/549da1ecf75f992766ce6f72eac227cbdbe9c28e.jpg
小魔女蒙娜,全65话,免费观看,4.2万人追番,30.5万次播放,9.7分,1,1928,http://i0.hdslb.com/bfs/bangumi/474ed2dc717dd3dfb022409a79814d4f78937471.jpg
音乐剧《刀剑乱舞》~三百年的摇篮曲~,全1话,会员专享,1.2万人追番,3.9万次播放,9.7分,1,2072282,http://i0.hdslb.com/bfs/bangumi/b8045803dcf6383e7d882937d7076bbc7feb5cd7.png
王牌投手 振臂高挥～夏日大会篇～,全14话,免费观看,1.6万人追番,3.4万次播放,9.7分,1,1016,http://i0.hdslb.com/bfs/bangumi/ee80c86a7be0bd62d1d91328bba3a9728ec40077.jpg
翼·年代记 东京默示录,全3话,免费观看,4.5万人追番,3.1万次播放,9.7分,1,2854,http://i0.hdslb.com/bfs/bangumi/9ddff369513c93ba9f2f33b44f11c9cabd203691.jpg
鹿枫堂 （中配）,全12话,免费观看,8652人追番,29万次播放,9.7分,1,83832,http://i0.hdslb.com/bfs/bangumi/b98ea12b8dd8d0ae1459ea344248ace47d2aa1e7.jpg
银之匙 Silver Spoon 第二季,全11话,免费观看,7.3万人追番,299.6万次播放,9.7分,1,240,http://i0.hdslb.com/bfs/bangumi/0d2bdbefd329f40b94e6f9a634cfbc1ded0e8602.jpg
GJ部,全12话,免费观看,30.3万人追番,299.3万次播放,9.7分,1,637,http://i0.hdslb.com/bfs/bangumi/4270c14cf6a0300e578a50f2b1b96356f29cbb23.jpg
我的青春恋爱物语果然有问题。 第一季 OVA,全1话,免费观看,21.7万人追番,297.9万次播放,9.7分,1,3437,http://i0.hdslb.com/bfs/bangumi/0406cd1398ad8ae0e9623bed5544d6002d8d30be.jpg
MONSTER,全74话,免费观看,14万人追番,295万次播放,9.7分,1,1909,http://i0.hdslb.com/bfs/bangumi/4f9a679f1e10546af7f8f487380efa4c797cb631.jpg
来自风平浪静的明天,全26话,免费观看,51.9万人追番,295.2万次播放,9.7分,1,8672,http://i0.hdslb.com/bfs/bangumi/1a106bb8dd6d1cd17a635e7f43fce11d270a7d04.jpg
我的青春恋爱物语果然有问题 续 OVA,全1话,免费观看,16.8万人追番,293万次播放,9.7分,1,5622,http://i0.hdslb.com/bfs/bangumi/8cd1bfa48e8da906012d51c1bf41bd14ce6db8ec.jpg
迷之彼女X,全13话,免费观看,4.9万人追番,27万次播放,9.7分,1,717,http://i0.hdslb.com/bfs/bangumi/ca223c04a418c89e77061921062d5696518a2e1c.jpg
幽游白书,全112话,免费观看,11.1万人追番,276.7万次播放,9.7分,1,2338,http://i0.hdslb.com/bfs/bangumi/9173a88dc01912c398cca7115ea3da22998b1827.jpg
猫物语（黑）,全4话,免费观看,27.3万人追番,274.5万次播放,9.7分,1,723,http://i0.hdslb.com/bfs/bangumi/d24e532a91234b44cb8e74536275365030efbee2.jpg
越狱兔 第1季,全29话,免费观看,6.8万人追番,270.6万次播放,9.7分,1,2033,http://i0.hdslb.com/bfs/bangumi/5bbfae3e7f626d96dfac7f5e9d569379603bb9f8.jpg
越狱兔 第5季,全13话,免费观看,2.3万人追番,270.6万次播放,9.7分,1,5872,http://i0.hdslb.com/bfs/bangumi/1d74140b95a2d431d957cfd84d8e4303e8e2f416.jpg
私立堀镡学园 番外篇,全1话,免费观看,3.6万人追番,27.4万次播放,9.7分,1,4638,http://i0.hdslb.com/bfs/bangumi/30b9a52844991ee40b2dd070bafc0f10f8906c07.jpg
海马,全12话,免费观看,4.5万人追番,27.3万次播放,9.7分,1,1238,http://i0.hdslb.com/bfs/bangumi/4f37d624f5c0d64a8bdbb799a67a1eef04403909.jpg
机动警察,全47话,免费观看,2.5万人追番,26万次播放,9.7分,1,2327,http://i0.hdslb.com/bfs/bangumi/0bb3fde66a7465dbb45ec23d150b2e9d9e3d01c1.jpg
月色真美,全12话,免费观看,164.4万人追番,2692.7万次播放,9.7分,1,5989,http://i0.hdslb.com/bfs/bangumi/5ce66f68d54052e3a305524b9b06a76977e974fc.jpg
迷你偶像,全64话,免费观看,1.9万人追番,266.5万次播放,9.7分,1,106,http://i0.hdslb.com/bfs/bangumi/c536edb991336c96e282b23204bc1abc561df386.jpg
命运石之门 负荷领域的既视感,全1话,免费观看,18万人追番,266.3万次播放,9.7分,1,3467,http://i0.hdslb.com/bfs/bangumi/42ef49840ff8670828cf7572b0f218709b7192a4.jpg
